Decade;Year;Issue;Model;aka;Ethnicity;"Eye 
1960;1966;1966-lug;Tish Howard;;;;Brunette;04/07/1946;20;34A;0,5;A;34;23;34;65;1,65;108;49;17,97;Y;New York City, New York, United States
1960;1966;1966-ago;Susan Denberg;;Caucasian;Blue;Blonde;02/08/1944;22;34C;2;C;34;25;34;67;1,70;123;56;19,26;N;Klagenfurt, Austria
1960;1966;1966-set;Dianne Chandler;;;Brown;Brunette;31/12/1946;20;37C;2;C;37;24;37;67;1,70;130;59;20,36;Y;Oak Park, Illinois, United States
1960;1966;1966-ott;Linda Moon;;Native American;;Blonde;24/09/1948;18;39E;5;E;39;24;36;65;1,65;125;57;20,80;Y;Michigan, United States
1960;1966;1966-nov;Lisa Baker;;Caucasian;;Brunette;19/03/1944;22;35E;5;E;35;23;35;68;1,73;132;60;20,07;Y;Detroit, Texas, United States
1960;1966;1966-dic;Susan Bernard;;Caucasian;;Brunette;11/02/1948;18;35C;2;C;35;22;35;63;1,60;105;48;18,60;Y;Los Angeles, California, United States
1960;1967;1967-gen;Surrey Marshe;;Caucasian;Blue;Blonde;11/11/1947;20;35C;2;C;35;22;34;62;1,57;100;45;18,29;N;Denmark
1960;1967;1967-feb;Kim Farber;;Caucasian;Brown;Brunette;07/12/1946;21;35C;2;C;35;20;34;64;1,63;108;49;18,54;Y;Chicago, Illinois, United States
1960;1967;1967-mar;Fran Gerard;;Caucasian;Brown;Brunette;23/03/1948;19;39F;6;F;39;24;36;62;1,57;110;50;20,12;Y;Staten Island, New York, United States
1960;1967;1967-apr;Gwen Wong;;Asian;Brown;Brunette;12/08/1942;25;35B;1;B;35;23;34;60;1,52;100;45;19,53;N;Manila, Philippines
1960;1967;1967-mag;Anne Randall;;Caucasian;Blue;Blonde;23/09/1944;23;35C;2;C;35;23;35;64;1,63;108;49;18,54;Y;Alameda, California, United States
1960;1967;1967-giu;Joey Gibson;;;;Blonde;11/08/1945;22;39D;3;D;39;25;36;66;1,68;128;58;20,66;Y;California, United States
1960;1967;1967-lug;Heather Ryan;;;;Blonde;18/03/1947;20;37B;1;B;37;20;35;66;1,68;116;53;18,72;Y;Newport, Kentucky, United States
1960;1967;1967-ago;DeDe Lind;;;;Blonde;15/04/1947;20;34D;3;D;34;21;33;62;1,57;98;44;17,92;Y;Los Angeles, California, United States
1960;1967;1967-set;Angela Dorian;;;Brown;Brunette;26/09/1944;23;36D;3;D;36;21;35;65;1,65;109;49;18,14;Y;San Francisco, California, United States
1960;1967;1967-ott;Reagan Wilson;;;;Blonde;06/03/1947;20;40D;3;D;40;25;35;70;1,78;135;61;19,37;Y;Torrance, California, United States
1960;1967;1967-nov;Kaya Christian;;;;Blonde;04/10/1946;21;36C;2;C;36;23;34;66;1,68;115;52;18,56;Y;California, United States
1960;1967;1967-dic;Lynn Winchell;;;;Brunette;04/05/1947;20;34B;1;B;34;23;34;60;1,52;100;45;19,53;Y;New York City, New York, United States
1960;1968;1968-gen;Connie Kreski;;;;Blonde;19/09/1946;22;35C;2;C;35;23;36;65;1,65;118;54;19,64;Y;Wyandotte, Michigan, United States
1960;1968;1968-feb;Nancy Harwood;;;;Brunette;17/12/1948;20;36B;1;B;36;22;35;67;1,70;115;52;18,01;Y;Riverside, California, United States
1960;1968;1968-mar;Michelle Hamilton;;;;Brunette;20/12/1948;20;38D;3;D;38;23;35;64;1,63;110;50;18,88;Y;Elmira, New York, United States
1960;1968;1968-apr;Gaye Rennie;;;;Blonde;21/09/1949;19;35C;2;C;35;24;35;66;1,68;118;54;19,05;Y;Los Angeles, California, United States
1960;1968;1968-mag;Elizabeth Jordan;;;;Brunette;11/01/1945;23;33B;1;B;33;21;33;62;1,57;93;42;17,01;Y;Fort Myers, Florida, United States
1960;1968;1968-giu;Britt Fredriksen;;;;Redhead;01/10/1945;23;34B;1;B;34;22;34;64;1,63;108;49;18,54;N;Norway
1960;1968;1968-lug;Melodye Prentiss;;;;Blonde;14/12/1944;24;34C;2;C;34;23;34;65;1,65;100;45;16,64;Y;Chicago, Illinois, United States
1960;1968;1968-ago;Gale Olson;;;;Brunette;27/10/1947;21;36C;2;C;36;23;35;64;1,63;110;50;18,88;Y;Fort Sill, Oklahoma, United States
1960;1968;1968-set;Dru Hart;;;;Brunette;25/11/1948;20;36C;2;C;36;24;35;64;1,63;122;55;20,94;Y;San Fernando, California, United States
1960;1968;1968-ott;Majken Haugedal;;;;Blonde;26/03/1947;21;34B;1;B;34;22;34;65;1,65;108;49;17,97;N;Copenhagen, Denmark
1960;1968;1968-nov;Paige Young;;;;Brunette;16/03/1944;24;36C;2;C;36;24;36;65;1,65;118;54;19,64;Y;Los Angeles, California, United States
1960;1968;1968-dic;Cynthia Myers;;;Brown;Brunette;12/09/1950;18;39DD;4;DD;39;24;36;63;1,60;119;54;21,08;Y;Toledo, Ohio, United States
1960;1969;1969-gen;Leslie Bianchini;;;;Brunette;12/02/1947;22;36B;1;B;36;24;37;67;1,70;130;59;20,36;Y;Chicago, Illinois, United States
1960;1969;1969-feb;Lorrie Menconi;;;;Brunette;24/02/1948;21;37D;3;D;37;21;36;66;1,68;118;54;19,05;Y;Philadelphia, Pennsylvania, United States
1960;1969;1969-mar;Kathy MacDonald;;;;Blonde;07/12/1946;23;36D;3;D;36;24;34;64;1,63;120;54;20,60;Y;New Jersey, United States
1960;1969;1969-apr;Lorna Hopper;;;;Blonde;31/08/1950;19;35B;1;B;35;23;34;64;1,63;105;48;18,02;Y;Houston, Texas, United States
1960;1969;1969-mag;Sally Sheffield;;;;Brunette;17/06/1941;28;36D;3;D;36;24;35;64;1,63;110;50;18,88;Y;Brooklyn, New York, United States
1960;1969;1969-giu;Helena Antonaccio;;;;Blonde;21/03/1949;20;36B;1;B;36;24;34;63;1,60;110;50;19,49;Y;Morristown, New Jersey, United States
1960;1969;1969-lug;Nancy McNeil;;;Green;Brunette;13/12/1947;22;36D;3;D;36;24;34;62;1,57;105;48;19,20;Y;Los Angeles, California, United States
1960;1969;1969-ago;Debbie Hooper;;;;Brunette;24/01/1948;21;36C;2;C;36;25;36;63;1,60;112;51;19,84;Y;Cleveland, Ohio, United States
1960;1969;1969-set;Shay Knuth;;;;Blonde;29/05/1945;24;36C;2;C;36;23;35;63;1,60;110;50;19,49;Y;Milwaukee, Wisconsin, United States
1960;1969;1969-ott;Jean Bell;;;;Brunette;23/11/1944;25;34C;2;C;34;23;36;64;1,63;117;53;20,08;Y;St. Louis, Missouri, United States
1960;1969;1969-nov;Claudia Jennings;;;;Redhead;20/12/1949;20;35B;1;B;35;23;36;66;1,68;115;52;18,56;Y;St. Paul, Minnesota, United States
1960;1969;1969-dic;Gloria Root;;;;Brunette;28/05/1948;21;34C;2;C;34;23;34;62;1,57;105;48;19,20;Y;Chicago, Illinois, United States
1970;1970;1970-gen;Jill Taylor;;;;Blonde;14/10/1951;19;37D;3;D;37;24;36;64;1,63;120;54;20,60;Y;Van Nuys, California, United States
1970;1970;1970-feb;Linda Forsythe;;;;Brunette;14/05/1950;20;35C;2;C;35;23;35;63;1,60;115;52;20,37;Y;Jersey City, New Jersey, United States
1970;1970;1970-mar;Chris Koren;;;;Brunette;08/08/1947;23;35B;1;B;35;24;35;67;1,70;120;54;18,79;Y;Cleveland, Ohio, United States
1970;1970;1970-apr;Barbara Hillary;;;;Blonde;18/02/1949;21;37D;3;D;37;24;35;66;1,68;118;54;19,05;Y;Milwaukee, Wisconsin, United States
1970;1970;1970-mag;Jennifer Liano;;;Brown;Brunette;24/02/1948;22;36C;2;C;36;22;34;64;1,63;105;48;18,02;Y;San Diego, California, United States
1970;1970;1970-giu;Elaine Morton;;;;Blonde;17/08/1949;21;35B;1;B;35;24;35;65;1,65;110;50;18,30;Y;Wichita Falls, Texas, United States
1970;1970;1970-lug;Carol Willis;;;;Brunette;17/04/1949;21;35C;2;C;35;25;36;66;1,68;120;54;19,37;Y;Bowie County, Texas, United States
1970;1970;1970-ago;Sharon Clark;;;;Blonde;15/10/1943;27;35C;2;C;35;24;36;66;1,68;115;52;18,56;Y;Seminole, Oklahoma, United States
1970;1970;1970-set;Debbie Ellison;;;;Blonde;17/06/1949;21;35A;0,5;A;35;24;36;66;1,68;118;54;19,05;Y;United States
1970;1970;1970-ott;Madeleine Collinson;;;;Brunette;22/07/1952;18;34C;2;C;34;22;35;66;1,68;110;50;17,75;N;Malta
1970;1970;1970-ott;Mary Collinson;;;;Brunette;22/07/1952;18;34C;2;C;34;22;35;66;1,68;110;50;17,75;N;Malta
1970;1970;1970-nov;Avis Miller;;;Hazel;Blonde;04/11/1945;25;39D;3;D;39;26;37;69;1,75;140;64;20,67;Y;Ohio, United States
1970;1970;1970-dic;Carol Imhof;;;;Brunette;13/03/1948;22;38D;3;D;38;25;35;65;1,65;118;54;19,64;Y;Chicago, Illinois, United States
1970;1971;1971-gen;Liv Lindeland;;;;Blonde;07/12/1945;26;36DD;4;DD;36;23;34;67;1,70;108;49;16,92;N;Norway
1970;1971;1971-feb;Willy Rey;;;;Redhead;25/08/1949;22;34C;2;C;34;23;34;64;1,63;108;49;18,54;N;Rotterdam, The Netherlands
1970;1971;1971-mar;Cynthia Hall;;;;Brunette;01/04/1951;20;37D;3;D;37;25;36;63;1,60;120;54;21,26;Y;Hinsdale, Illinois, United States
1970;1971;1971-apr;Chris Cranston;;;;Blonde;14/09/1946;25;36C;2;C;36;24;36;67;1,70;126;57;19,73;Y;Santa Monica, California, United States
1970;1971;1971-mag;Janice Pennington;;;;Brunette;08/07/1942;29;36B;1;B;36;23;36;68;1,73;123;56;18,70;Y;Seattle, Washington, United States
1970;1971;1971-giu;Lieko English;;;;Redhead;03/06/1947;24;36C;2;C;36;23;36;65;1,65;117;53;19,47;N;Okinawa, Japan
1970;1971;1971-lug;Heather Van Every;;;;Brunette;14/09/1951;20;32B;1;B;32;23;34;64;1,63;103;47;17,68;Y;Illinois, United States
1970;1971;1971-ago;Cathy Rowland;;;;Blonde;11/03/1950;21;35C;2;C;35;23;35;65;1,65;110;50;18,30;Y;Los Angeles, California, United States
1970;1971;1971-set;Crystal Smith;;;;Brunette;02/08/1951;20;37C;2;C;37;22;35;67;1,70;118;54;18,48;Y;Kansas City, Missouri, United States
1970;1971;1971-ott;Claire Rambeau;;;;Brunette;08/05/1951;20;36C;2;C;36;24;36;71;1,80;133;60;18,55;Y;Santa Barbara County, California, United States
1970;1971;1971-nov;Danielle de Vabre;;;;Brunette;19/11/1949;22;36D;3;D;36;25;34;64;1,63;120;54;20,60;N;Montreal, Canada
1970;1971;1971-dic;Karen Christy;;;;Blonde;11/03/1951;20;37C;2;C;37;24;36;66;1,68;120;54;19,37;Y;Abilene, Texas, United States
1970;1972;1972-gen;Marilyn Cole;;;Hazel;Brunette;07/05/1949;23;36DD;4;DD;36;24;35;68;1,73;119;54;18,09;Y;Portsmouth, Indiana, United States
1970;1972;1972-feb;P.J. Lansing;;;;Blonde;13/10/1949;23;36C;2;C;36;25;36;64;1,63;121;55;20,77;Y;Frankford, Missouri, United States
1970;1972;1972-mar;Ellen Michaels;;;;Brunette;12/02/1953;19;37D;3;D;37;24;35;63;1,60;107;49;18,95;Y;Queens, New York, United States
1970;1972;1972-apr;Vicki Peters;;;;Blonde;09/09/1950;22;34C;2;C;34;22;34;68;1,73;115;52;17,49;Y;Minneapolis, Minnesota, United States
1970;1972;1972-mag;Deanna Baker;;;;Brunette;29/12/1949;23;35C;2;C;35;22;35;67;1,70;110;50;17,23;Y;St. Louis, Missouri, United States
1970;1972;1972-giu;Debbie Davis;;;;Brunette;09/09/1951;21;36D;3;D;36;24;36;67;1,70;122;55;19,11;Y;Pittsburgh, Pennsylvania, United States
1970;1972;1972-lug;Carol O'Neal;;;;Brunette;18/08/1948;24;35A;0,5;A;35;25;35;66;1,68;117;53;18,88;Y;New York City, New York, United States
1970;1972;1972-ago;Linda Summers;;;;Brunette;20/11/1950;22;36C;2;C;36;23;35;62;1,57;105;48;19,20;Y;San Diego, California, United States
1970;1972;1972-set;Susan Miller;;;;Brunette;22/03/1947;25;39C;2;C;39;25;39;73;1,85;140;64;18,47;Y;New York City, New York, United States
1970;1972;1972-ott;Sharon Johansen;;;;Blonde;11/10/1948;24;40DD;4;DD;40;22;37;68;1,73;125;57;19,01;N;Norway
1970;1972;1972-nov;Lenna Sjooblom;;;;Brunette;31/03/1951;21;34B;1;B;34;26;36;66;1,68;110;50;17,75;N;Sweden
1970;1972;1972-dic;Mercy Rooney;;;;Blonde;21/06/1950;22;36C;2;C;36;23;36;64;1,63;115;52;19,74;Y;New Jersey, United States
1970;1973;1973-gen;Miki Garcia;;;;Brunette;17/02/1947;26;38D;3;D;38;22;36;64;1,63;108;49;18,54;Y;Kingman, Arizona, United States
1970;1973;1973-feb;Cyndi Wood;;;;Blonde;25/09/1950;23;34C;2;C;34;22;34;65;1,65;103;47;17,14;Y;Burbank, California, United States
1970;1973;1973-mar;Bonnie Large;;;;Brunette;09/09/1952;21;36C;2;C;36;23;36;65;1,65;113;51;18,80;Y;Glendale, California, United States
1970;1973;1973-apr;Julie Woodson;;;;Brunette;11/07/1950;23;35C;2;C;35;24;35;68;1,73;125;57;19,01;Y;Hutchinson, Kansas, United States
1970;1973;1973-mag;Anulka Dziubinska;;;Blue;Blonde;14/12/1950;23;35C;2;C;35;23;35;64;1,63;105;48;18,02;N;Preston, United Kingdom
1970;1973;1973-giu;Ruthy Ross;;;;Brunette;22/03/1948;25;35C;2;C;35;23;35;62;1,57;103;47;18,84;Y;Bourbon, Missouri, United States
1970;1973;1973-lug;Martha Smith;;;;Blonde;16/10/1952;21;36C;2;C;36;23;35;66;1,68;110;50;17,75;Y;Cleveland, Ohio, United States
1970;1973;1973-ago;Phyllis Coleman;;;;Brunette;31/08/1949;24;35C;2;C;35;23;35;67;1,70;120;54;18,79;Y;White Plains, New York, United States
1970;1973;1973-set;Geri Glass;;;;Blonde;20/06/1949;24;38D;3;D;38;24;36;68;1,73;125;57;19,01;Y;Phoenix, Arizona, United States
1970;1973;1973-ott;Valerie Lane;;;;Brunette;04/08/1949;24;37C;2;C;37;24;36;67;1,70;125;57;19,58;Y;Long Beach, California, United States
1970;1973;1973-nov;Monica Tidwell;;;;Redhead;14/01/1954;19;37D;3;D;37;25;36;62;1,57;108;49;19,75;Y;Shreveport, Louisiana, United States
1970;1973;1973-dic;Christine Maddox;;;;Brunette;24/03/1950;23;38D;3;D;38;23;37;68;1,73;125;57;19,01;Y;Tracy, California, United States
1970;1974;1974-gen;Nancy Cameron;;;;Brunette;15/03/1954;20;35D;3;D;35;23;35;68;1,73;118;54;17,94;Y;Pittsburgh, Pennsylvania, United States
1970;1974;1974-feb;Francine Parks;;;;Brunette;30/01/1951;23;36D;3;D;36;24;34;65;1,65;110;50;18,30;Y;Mobile, Alabama, United States
1970;1974;1974-mar;Pamela Zinszer;;;;Brunette;06/09/1955;19;36C;2;C;36;24;36;63;1,60;112;51;19,84;Y;Kansas, United States
1970;1974;1974-apr;Marlene Morrow;;;;Blonde;15/03/1954;20;36B;1;B;36;25;36;68;1,73;125;57;19,01;Y;Billings, Montana, United States
1970;1974;1974-mag;Marilyn Lange;;;;Brunette;12/01/1952;22;39F;6;F;39;24;36;67;1,70;130;59;20,36;Y;Westfield, New Jersey, United States
1970;1974;1974-giu;Sandy Johnson;;;;Brunette;07/07/1954;20;35C;2;C;35;24;34;66;1,68;114;52;18,40;Y;San Antonio, Texas, United States
1970;1974;1974-lug;Carol Vitale;;;;Blonde;14/11/1946;28;37D;3;D;37;22;35;66;1,68;115;52;18,56;Y;Elizabeth, New Jersey, United States
1970;1974;1974-ago;Jean Manson;;;;Blonde;01/10/1950;24;36B;1;B;36;24;35;67;1,70;122;55;19,11;Y;Cleveland, Ohio, United States
1970;1974;1974-set;Kristine Hanson;;;;Blonde;23/09/1951;23;34C;2;C;34;23;35;65;1,65;112;51;18,64;Y;Illinois, United States
1970;1974;1974-ott;Ester Cordet;;;;Brunette;31/12/1946;28;36D;3;D;36;24;36;67;1,70;123;56;19,26;N;Panama
1970;1974;1974-nov;Bebe Buell;;;;Blonde;14/07/1953;21;35C;2;C;35;24;35;69;1,75;120;54;17,72;Y;Portsmouth, Virginia, United States
1970;1974;1974-dic;Janice Raymond;;;;Blonde;25/03/1951;23;38C;2;C;38;26;38;70;1,78;143;65;20,52;N;Lancashire, United Kingdom
1970;1975;1975-gen;Lynnda Kimball;;;;Blonde;01/05/1952;23;37C;2;C;37;22;35;67;1,70;120;54;18,79;Y;Inglewood, California, United States
1970;1975;1975-feb;Laura Misch;;;;Brunette;23/11/1953;22;37D;3;D;37;24;36;65;1,65;110;50;18,30;Y;Tulsa, Oklahoma, United States
1970;1975;1975-mar;Ingeborg Sorensen;;;;Blonde;16/05/1948;27;36C;2;C;36;24;35;66;1,68;116;53;18,72;N;Drammen, Norway
1970;1975;1975-apr;Victoria Cunningham;;;;Brunette;28/05/1952;23;36C;2;C;36;23;35;66;1,68;115;52;18,56;Y;Memphis, Tennessee, United States
1970;1975;1975-mag;Bridgett Rollins;;;;Brunette;07/09/1956;19;35B;1;B;35;23;34;66;1,68;105;48;16,95;Y;Smyrna, Tennessee, United States
1970;1975;1975-giu;Azizi Johari;;;Brown;Brunette;24/08/1948;27;36D;3;D;36;23;37;66;1,68;119;54;19,21;Y;New York City, New York, United States
1970;1975;1975-lug;Lynn Schiller;;;;Blonde;05/03/1951;24;36C;2;C;36;23;35;63;1,60;108;49;19,13;Y;Detroit, Michigan, United States
1970;1975;1975-ago;Lillian Müller;;;;Blonde;19/08/1952;23;36C;2;C;36;24;35;68;1,73;125;57;19,01;N;Grimstad, Norway
1970;1975;1975-set;Mesina Miller;;;;Brunette;07/07/1953;22;35D;3;D;35;24;34;64;1,63;110;50;18,88;Y;Scottsdale, Arizona, United States
1970;1975;1975-ott;Jill De Vries;;;;Blonde;20/07/1953;22;34C;2;C;34;23;34;67;1,70;102;46;15,98;Y;Kankakee, Illinois, United States
1970;1975;1975-nov;Janet Lupo;;Caucasian;;Brunette;26/01/1950;25;39F;6;F;39;24;36;66;1,68;125;57;20,18;Y;Hoboken, New Jersey, United States
1970;1975;1975-dic;Nancie Li Brandi;;;;Brunette;30/08/1954;21;36D;3;D;36;24;35;66;1,68;110;50;17,75;Y;Johnstown, Pennsylvania, United States
1970;1976;1976-gen;Daina House;;;;Blonde;30/12/1954;22;36D;3;D;36;25;36;67;1,70;127;58;19,89;Y;Dallas, Texas, United States
1970;1976;1976-feb;Laura Lyons;;;;Brunette;22/10/1954;22;35C;2;C;35;25;37;65;1,65;120;54;19,97;Y;Los Angeles, California, United States
1970;1976;1976-mar;Ann Pennington;;;Green;Blonde;03/06/1950;26;34C;2;C;34;25;35;65;1,65;110;50;18,30;Y;Seattle, Washington, United States
1970;1976;1976-apr;Denise Michele;;;;Brunette;12/06/1953;23;36D;3;D;36;25;36;66;1,68;120;54;19,37;Y;San Francisco, California, United States
1970;1976;1976-mag;Patricia Margot McClain;;;;Blonde;03/05/1954;22;34C;2;C;34;24;37;68;1,73;125;57;19,01;Y;Long Beach, California, United States
1970;1976;1976-giu;Debra Peterson;;;;Brunette;13/04/1955;21;36D;3;D;36;24;34;66;1,68;118;54;19,05;Y;Santa Monica, California, United States
1970;1976;1976-lug;Deborah Borkman;;;Brown;Blonde;08/01/1957;19;34C;2;C;34;22;35;64;1,63;102;46;17,51;Y;Virginia, United States
1970;1976;1976-ago;Linda Beatty;;;;Brunette;16/09/1952;24;35C;2;C;35;24;35;66;1,68;100;45;16,14;Y;Louisville, Kentucky, United States
1970;1976;1976-set;Whitney Kaine;;;;Blonde;20/09/1956;20;35A;0,5;A;35;23;34;63;1,60;105;48;18,60;Y;Ogden, Utah, United States
1970;1976;1976-ott;Hope Olson;;;;Blonde;04/04/1956;20;37D;3;D;37;25;36;68;1,73;120;54;18,25;Y;Prairie de Chien, Wisconsin, United States
1970;1976;1976-nov;Patti McGuire;;;;Brunette;05/09/1951;25;35C;2;C;35;23;35;65;1,65;115;52;19,14;Y;Dexter, Missouri, United States
1970;1976;1976-dic;Karen Hafter;;;;Brunette;27/12/1954;22;35C;2;C;35;23;35;68;1,73;118;54;17,94;Y;New York City, New York, United States
1970;1977;1977-gen;Susan Kiger;;;;Blonde;16/11/1953;24;37D;3;D;37;24;37;68;1,73;135;61;20,53;Y;Pasadena, California, United States
1970;1977;1977-feb;Star Stowe;;;;Blonde;19/03/1956;21;0C;2;C;0;;;66;1,68;;;;Y;Little Rock, Arkansas, United States
1970;1977;1977-mar;Nicki Thomas;;;;Brunette;22/03/1954;23;34C;2;C;34;23;35;65;1,65;112;51;18,64;Y;Berwyn, Illinois, United States
1970;1977;1977-apr;Lisa Sohm;;;;Brunette;21/03/1955;22;35C;2;C;35;24;35;68;1,73;120;54;18,25;Y;Vancouver, Washington, United States
1970;1977;1977-mag;Sheila Mullen;;;;Blonde;07/11/1957;20;38D;3;D;38;25;36;69;1,75;130;59;19,20;Y;Hollywood, California, United States
1970;1977;1977-giu;Virve Reid;;;;Brunette;24/11/1956;21;36D;3;D;36;22;32;62;1,57;105;48;19,20;N;Vancouver, Canada
1970;1977;1977-lug;Sondra Theodore;;;;Blonde;12/12/1956;21;34C;2;C;34;24;35;66;1,68;110;50;17,75;Y;San Bernardino, California, United States
1970;1977;1977-ago;Julia Lyndon;;;;Brunette;03/07/1955;22;36E;5;E;36;23;32;66;1,68;112;51;18,08;Y;Buffalo, New York, United States
1970;1977;1977-set;Debra Jo Fondren;;;;Blonde;05/02/1955;22;35C;2;C;35;24;36;64;1,63;114;52;19,57;Y;Los Angeles, California, United States
1970;1977;1977-ott;Kristine Winder;;;;Blonde;15/10/1955;22;34D;3;D;34;25;34;66;1,68;119;54;19,21;N;Vancouver, Canada
1970;1977;1977-nov;Rita Lee;;;;Blonde;15/06/1953;24;36B;1;B;36;23;36;70;1,78;125;57;17,94;Y;Frederic, Wisconsin, United States
1970;1977;1977-dic;Ashley Cox;;Caucasian;Blue;Blonde;15/11/1956;21;36C;2;C;36;24;35;68;1,73;120;54;18,25;Y;Dallas, Texas, United States
1970;1978;1978-gen;Debra Jensen;;;;Blonde;12/03/1958;20;36C;2;C;36;24;35;68;1,73;120;54;18,25;Y;Orange County, California, United States
1970;1978;1978-feb;Janis Schmitt;;;;Blonde;14/03/1947;31;34D;3;D;34;24;35;64;1,63;110;50;18,88;Y;St. Louis, Missouri, United States
1970;1978;1978-mar;Christina Smith;;;;Brunette;04/10/1957;21;34C;2;C;34;24;35;66;1,68;110;50;17,75;Y;Miami, Florida, United States
1970;1978;1978-apr;Pamela Jean Bryant;;;;Blonde;08/02/1959;19;35C;2;C;35;24;35;65;1,65;115;52;19,14;Y;Indianapolis, Indiana, United States
1970;1978;1978-mag;Kathryn Morrison;;;;Blonde;02/10/1955;23;34C;2;C;34;23;34;67;1,70;110;50;17,23;Y;Long Beach, California, United States
1970;1978;1978-giu;Gail Stanton;;;;Brunette;19/11/1954;24;34C;2;C;34;22;34;61;1,55;103;47;19,46;Y;Memphis, Tennessee, United States
1970;1978;1978-lug;Karen Morton;;;;Blonde;03/10/1958;20;32B;1;B;32;22;32;66;1,68;95;43;15,33;Y;Palmdale, California, United States
1970;1978;1978-ago;Vicki Witt;;;Brown;Brunette;13/04/1959;19;36D;3;D;36;24;36;67;1,70;117;53;18,32;Y;Lansing, Michigan, United States
1970;1978;1978-set;Rosanne Katon;;;;Brunette;05/02/1954;24;36C;2;C;36;23;34;62;1,57;101;46;18,47;Y;New York City, New York, United States
1970;1978;1978-ott;Marcy Hanson;;;Blue;Blonde;22/12/1952;26;35C;2;C;35;23;35;68;1,73;117;53;17,79;Y;United States
1970;1978;1978-nov;Monique St. Pierre;;;Brown;Blonde;25/11/1953;25;36C;2;C;36;26;36;67;1,70;117;53;18,32;N;Wiesbaden, Germany
1970;1978;1978-dic;Janet Quist;;;;Blonde;17/08/1955;23;36E;5;E;36;24;36;68;1,73;118;54;17,94;Y;Austin, Texas, United States
